sr. no.,Country,text,timestamp,tweet_url,likes,retweets,Related to Covid,Tweet Type,Tweet Sub-Type
102,Australia,"More than 500,000 Australian businesses have now registered their interest in the #JobKeeper wage subsidy of $1500 a fortnight for each employee. Our $130 billion plan is all about keeping Australians in jobs and businesses in business while we respond to the #coronavirus crisis.",2020-04-02 01:37:43,/ScottMorrisonMP/status/1245525789241569281,2114,284,Yes,Action,Message that the govt. is tackling the crisis well
103,Australia,"Today the Federal Government launched a new Jobs Hub, which lists tens of thousands of public and private jobs currently ready to be filled across the country, to support businesses and Australians looking for work in these tough times.http://www.dese.gov.au/covid-19/jobs-hub …",2020-04-02 06:20:04,/ScottMorrisonMP/status/1245596844366778368,1179,284,Yes,Action,Announcing set of actions / guidelines
104,Australia,This is just beautiful.https://twitter.com/abc730/status/1245646967067119618 …,2020-04-02 10:25:11,/ScottMorrisonMP/status/1245658528427028480,3287,370,Yes,Positivity,Stories of how citizens / organizations are fighting covid
105,Australia,A warm discussion by phone today with my good friend Prime Minister @narendramodi on our responses to the #coronavirus crisis. We shared our experiences on managing the crisis and will continue to share knowledge on treatment for the virus and as we work towards a vaccine.pic.twitter.com/Np9XXG7LEh,2020-04-06 09:42:19,/ScottMorrisonMP/status/1247097292085030912,7045,1260,Yes,International,Discussion with leaders and call for international effort
106,Australia,"Get well soon @BorisJohnson. Thinking of you, your family and all our UK friends at this tough time.",2020-04-06 21:53:01,/ScottMorrisonMP/status/1247281180535226368,10778,1020,Yes,International,Sending best wishes
107,Australia,"Over 703,000 Australian businesses have now registered for our #JobKeeper wage subsidy of $1500 a fortnight for each employee. Tomorrow we will seek to pass the legislation through the Parliament.",2020-04-07 01:25:28,/ScottMorrisonMP/status/1247334643788959745,1909,271,Yes,Action,Message that the govt. is tackling the crisis well
108,Australia,#LIVE: Update following today's National Cabinet meetinghttps://www.pscp.tv/w/cVqaLTFlV0t5TVpPcGFlS0F8MU1ueG5RbU1BTXlKT2MH2cYzcbfbxx-tgz7PK9UAjozVcdMcSENgEM0Pg4zo …,2020-04-07 03:31:57,/ScottMorrisonMP/status/1247366477449064448,405,111,Yes,Other,Link for live update
109,Australia,#LIVE: Statement to Parliament on the coronavirus crisis.https://www.pscp.tv/w/cVu8VTFlV0t5TVpPcGFlS0F8MWRqeFhRTWpRUkxLWuIwSGJYt1PQ9ZEyDeNI6p69qBTNvBpMHJNxpgdQXWFG …,2020-04-08 00:09:57,/ScottMorrisonMP/status/1247678030270480384,381,97,Yes,Action,Message that the government is working
110,Australia,"A good discussion with @SecPompeo about our efforts to combat the effects of #coronavirus, both health and economic, & the need to keep supply chains open. Australia & the US are good mates & we will continue to align our efforts as we work towards the recovery on the other side.https://twitter.com/SecPompeo/status/1247690736658722821 …",2020-04-08 03:48:39,/ScottMorrisonMP/status/1247733065029316610,1117,234,Yes,International,Discussion with leaders and call for international effort
111,Australia,"We can’t be any clearer - stay at home this Easter, please.https://twitter.com/ausgov/status/1247737443467636737 …",2020-04-08 05:11:12,/ScottMorrisonMP/status/1247753839341531137,2014,431,Yes,Request,Reminder to follow rules / guidelines
112,Australia,"Thinking of our Pacific family today, especially Solomon Islands, Vanuatu, Fiji and Tonga, as Tropical Cyclone Harold moves through the region. Australia is with you. We will continue to support our friends as they recover from this disaster and as we battle coronavirus together.",2020-04-08 09:51:25,/ScottMorrisonMP/status/1247824360112439296,2927,333,No,,
113,Australia,Thanks Claudia for your question and to the Squiz Kids podcast for having me on for a kids-only Q&A on coronavirus. I know it can be a scary time but we will get through this together.https://twitter.com/TheTodayShow/status/1249982357534375937 …,2020-04-14 21:54:33,/ScottMorrisonMP/status/1250180671340859397,483,75,Yes,Positivity,Stories of how citizens / organizations are fighting covid
114,Australia,"Over 838,000 Australian businesses have now registered their interest in our JobKeeper wage subsidy of $1500 a fortnight for each employee. Our $130 billion plan is about keeping millions of Australians in jobs and businesses in business during this #coronavirus crisis.",2020-04-15 01:22:30,/ScottMorrisonMP/status/1250233003701231617,1890,254,Yes,Action,Message that the govt. is tackling the crisis well
115,Australia,#LIVE: Update following today's National Cabinet meetinghttps://www.pscp.tv/w/cWaIoTFlV0t5TVpPcGFlS0F8MUJkeFlRb29OTUF4WI0QHesDFIyqDS3LrzxX6wsa7oIivn4Z7XSlMlsOVBfi …,2020-04-16 04:44:17,/ScottMorrisonMP/status/1250646168771555333,634,206,Yes,Other,Link for live update
116,Australia,The App we are working on to help our health workers trace people who have been in contact with coronavirus will not be mandatory.,2020-04-18 00:20:13,/ScottMorrisonMP/status/1251304490952605696,3010,505,Yes,Request,Clarification on guideline
117,Australia,#LIVE: Update following today's National Cabinet meetinghttps://www.pscp.tv/w/cW0NjTFlV0t5TVpPcGFlS0F8MUJkR1lRQWx5RERHWK-PjvGT3C_KH9IDTuHw9ZuGXh8vOFFhRBtozAd8g_mU …,2020-04-21 03:25:01,/ScottMorrisonMP/status/1252438162774712322,472,116,Yes,Other,Link for live update
118,Australia,Just got off the phone with US President @realDonaldTrump. We had a very constructive discussion on our health responses to #COVID19 and the need to get our market-led and business centres economies up and running again.,2020-04-22 02:26:06,/ScottMorrisonMP/status/1252785723830226944,5755,866,Yes,International,Discussion with leaders and call for international effort
119,Australia,"Awful, heart-breaking news that four police officers have been killed while on duty in Melbourne tonight. My deepest sympathies go out to their families, fellow officers and friends at this terrible time.https://twitter.com/VictoriaPolice/status/1252904807700090881 …",2020-04-22 10:47:53,/ScottMorrisonMP/status/1252911999035387906,2090,307,No,,
120,Australia,#LIVE: Update from the Prime Minister and Treasurerhttps://www.pscp.tv/w/cW-Z6jFlV0t5TVpPcGFlS0F8MVBsS1FtTFF5WVlLRdjPgnh3LAbUov2LTzcVhkyNcKk2mHYaMFaLa7NO4NHI …,2020-04-23 01:48:26,/ScottMorrisonMP/status/1253138632170303489,474,108,Yes,Other,Link for live update
121,Australia,#LIVE: Update after today's National Cabinet meetinghttps://www.pscp.tv/w/cXD-IDFlV0t5TVpPcGFlS0F8MVJER2xRdmdkYnJKTNWM_k4ROVt4ur0aRK8K41GSEuxKcuZEK-KMnuvQnGXc …,2020-04-24 03:08:16,/ScottMorrisonMP/status/1253521110148149248,352,83,Yes,Other,Link for live update
122,Australia,Lest We Forget #AnzacDaypic.twitter.com/AkQCw0uALU,2020-04-24 23:10:24,/ScottMorrisonMP/status/1253823636365967360,2167,236,No,,
123,Australia,"Thank you Austrian Chancellor Kurz for hosting this valuable exchange on fighting COVID-19. It emphasises the need for continued strong cooperation and collaboration on research for a vaccine, supply chains and combatting the virus as well as strengthening our economies again.https://twitter.com/sebastiankurz/status/1253602361488048128 …",2020-04-25 04:53:44,/ScottMorrisonMP/status/1253910037136736256,981,130,Yes,International,Discussion with leaders and call for international effort
124,Australia,"Join me in helping to stop the spread of COVID-19. Download COVIDSafe, an app from the Australian Government. 

#COVID19 #coronavirusaustralia #stayhomesavelives 

Download at: https://covidsafe.gov.au ",2020-04-26 08:11:04,/ScottMorrisonMP/status/1254322088413810688,3578,630,Yes,Action,Announcing set of actions / guidelines
125,Australia,"Well done Australia. We’ve just passed 2m downloads for COVIDSafe.  

But we’ve still got more to do keep you & your family safe, protect our doctors & nurses & help us get back to the way of life we love.

Join us in stopping the spread, download it now.

https://covidsafe.gov.au ",2020-04-27 09:31:01,/ScottMorrisonMP/status/1254704596175294464,3625,500,Yes,Request,Reminder to follow rules / guidelines
126,Australia,#LIVE: Update on the mental health impacts of coronavirushttps://www.pscp.tv/w/cXd7fjFlV0t5TVpPcGFlS0F8MVBsS1FtVk1rV3lLRRcs8YjXPLGoQCs4ykSfhfrwq5ebsA4OMdW6C52Z-LiZ …,2020-04-29 01:16:46,/ScottMorrisonMP/status/1255304991033753602,403,87,Yes,Action,Message that the government is working
127,Australia,Thank you Australia. We still need many more people to do the same so encourage your family and friends to download the app too. We all want the restrictions eased and to get back to doing the things we love as soon as we can and it’s safe to do so  https://covidsafe.gov.au https://twitter.com/GregHuntMP/status/1255421478281138187 …,2020-04-29 09:50:42,/ScottMorrisonMP/status/1255434324393984000,1100,206,Yes,Request,Reminder to follow rules / guidelines
128,Australia,"Congratulations @BorisJohnson and Carrie on the birth of your baby boy. Nothing better than being a dad, an absolute blessing and even more so after the tough time you’ve had recently. Sending you and Carrie our best wishes from Australia.",2020-04-29 10:22:23,/ScottMorrisonMP/status/1255442299917647875,3730,306,No,,
129,Australia,Our Government is focused on the economic recovery after this virus has passed. This $215m investment to support Australian manufacturing businesses deliver 200 job-creating projects across the country will be a key part of that recovery.https://twitter.com/karenandrewsmp/status/1255664928431599616 …,2020-04-30 20:46:56,/ScottMorrisonMP/status/1255961860613918720,1157,197,Yes,Action,Announcing set of actions / guidelines
130,Australia,#LIVE: Update following today's National Cabinet meetinghttps://www.pscp.tv/w/cXpF6DFlV0t5TVpPcGFlS0F8MW1yeG1RUUFCckJ4eXIxie0Ue2V8z4PkS9SZslf7mkIa_He_T_CFDe9KejZk …,2020-05-01 04:04:56,/ScottMorrisonMP/status/1256072085392130048,533,121,Yes,Other,Link for live update
131,Australia,Thank you to all our frontline health workers for everything you’re doing in this fight against coronavirus.https://twitter.com/GregHuntMP/status/1257037356189843457 …,2020-05-04 02:50:44,/ScottMorrisonMP/status/1257140574248792065,594,70,Yes,Positivity,Thanking healthcare workers
132,Australia,"Had a good discussion with PM @BorisJohnson last night. Was very pleased to hear he was back in good health and to be able to congratulate him and Carrie directly on the recent birth of his baby boy, Wilfred.",2020-05-04 02:52:21,/ScottMorrisonMP/status/1257140984355237888,1789,114,No,,
133,Australia,Thank you Australia. Please don’t forget to download the COVIDSafe app today at http://www.covidsafe.gov.au https://twitter.com/healthgovau/status/1257214690331164672 …,2020-05-04 09:33:19,/ScottMorrisonMP/status/1257241887515144192,835,115,Yes,Request,Reminder to follow rules / guidelines
